nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,class
KY369911,1.9467998004827551,3.857898158814681,5.760107286451756,7.652388520782857,9.52437053759756,11.324345144935567,12.8848136414699,13.932287301004465,14.448773759899185,14.641813094142268,14.70516053449923,14.72444383368176,0
KY369912,1.9471492376328496,3.8585588004252465,5.7611919262292135,7.6538942473484335,9.526181498398783,11.32718090680635,12.886750699713387,13.930721363836732,14.44684332756333,14.641212258022561,14.704381031126252,14.723410705333352,0
KY369913,1.946802809561131,3.857333985797868,5.759100006517994,7.650965868745677,9.522764759651432,11.321891301615903,12.88033870586933,13.92648814629107,14.443447271737973,14.637215825003171,14.70081495766643,14.71998233423222,0
KY369914,1.946844650929644,3.857929347425436,5.760144572708897,7.652538567056045,9.524676096258755,11.32558177701818,12.885360277773318,13.931467321464655,14.447781323188874,14.641864578672529,14.705035420968187,14.724195945744604,0
KU291448,1.9474202704178631,3.8586278483974046,5.7609276457921474,7.65320868303029,9.524447272126599,11.323468098803874,12.88136728610673,13.92381746329933,14.43818082878343,14.631154825543991,14.69447219541764,14.71345687401299,0
KF514430,1.9476045313102208,3.8592190085144686,5.761980410242315,7.654565781080922,9.526171414854733,11.326030659640725,12.884573107520472,13.928731477732791,14.44560549120682,14.637944349561794,14.701609530259693,14.72118200791052,0
KF514432,1.947821003151364,3.8598923487947943,5.763411799555621,7.656652639748728,9.528787445008136,11.328948801229007,12.887091930635169,13.929947120579731,14.445036043440945,14.63676417207467,14.69963549819779,14.719377785292409,0
KF514433,1.947890113577463,3.8603472134680734,5.764029592280997,7.657477790545838,9.529972750928756,11.33093364576024,12.889988024842415,13.934048479853734,14.448018188538866,14.638482702996745,14.70151248089358,14.720894684298411,0
JX503061,1.9473074054400827,3.8590427412194974,5.7621428856299595,7.655150154314656,9.527334791366343,11.327247179347689,12.886679548935707,13.931427677661992,14.448575398898756,14.64077106533166,14.70398560177474,14.722969480198225,0
NC_006577,1.880741589375549,3.746128267418505,5.602224789566962,7.44250295205837,9.25832321507206,10.999530771328942,12.530318478669233,13.667598891968913,14.33260248248392,14.63524061479114,14.751423056455314,14.791639067653813,0
MH940245,1.8789147591020416,3.7421307597086724,5.595864430971542,7.434523555080742,9.24936730119918,10.988433470080269,12.525043050568595,13.671154342061724,14.344848668211878,14.650128907001404,14.767830090063296,14.80714694769191,0
KT779555,1.8797227155113836,3.7441334240722255,5.599152125177528,7.4387063949217245,9.25380308223992,10.9944631383015,12.525906967843811,13.663480488628256,14.33300968119969,14.637777206142692,14.755865295254864,14.7962319949241,0
KT779556,1.879795691230332,3.744267817290238,5.599348910282395,7.438977761693815,9.25411328015194,10.994751686086651,12.526199383613822,13.664243728489954,14.334044665323043,14.639282418992202,14.75767095946476,14.798274905485293,0
KF686340,1.8810674289173,3.746457822978713,5.602185966796063,7.4419618569909645,9.256966236611104,10.996309512341318,12.5271307603745,13.661178276161325,14.325747132482025,14.626625506373431,14.743919985821693,14.784244784280498,0
KF686341,1.8804112988970705,3.745302077863453,5.600716978819857,7.440495470072639,9.256025231857347,10.997112761916542,12.53001400610832,13.666669412448368,14.333336567426151,14.636842422593027,14.754939349734167,14.795558383993828,0
KF686342,1.8803670787283544,3.74521740474402,5.600737934302407,7.441135840605031,9.257748136625613,11.000575471186556,12.535942776959992,13.674118373198338,14.342002064720653,14.646209000912533,14.764744053128755,14.80554032864094,0
KF686343,1.8809954928156527,3.7464160242131177,5.602012191921582,7.441136747387513,9.255034374376184,10.991941882497413,12.519993812617702,13.652039664963837,14.315967363618205,14.617941079038124,14.735703916922242,14.776190188670926,0
KF686344,1.879144480839644,3.7427501626672655,5.597161986903705,7.436582895983531,9.252174820047424,10.994825032859644,12.530210091044431,13.671799357921884,14.345494179156455,14.652105206377033,14.770909208032649,14.811134147430465,0
KF686346,1.8809426123084216,3.7463101733157287,5.601874482405616,7.4409895142257785,9.254776286411992,10.991548518957677,12.519302066669686,13.65123186060765,14.315446651794813,14.617725850636306,14.735584527378974,14.776138878787231,0
KF430201,1.8806615534239963,3.745859896515007,5.6013873278376325,7.440778871313786,9.255391054612721,10.994268879695909,12.524468299350385,13.658417813577314,14.323764221079314,14.626258715151176,14.744003126147726,14.784605666362662,0
HM034837,1.8802564642150557,3.745157295350916,5.600644294952844,7.439965211220787,9.254416447644823,10.994060178784306,12.52532304885326,13.662592609952895,14.328476133410113,14.631026538253694,14.748149075786467,14.788719300938961,0
MK334043,1.904618616177033,3.778480418731488,5.6414403178737675,7.490917336745626,9.315524525031297,11.065933184736311,12.603172193762626,13.712105087557626,14.325047487441491,14.593540933083956,14.695124647378512,14.731444837343036,0
MK334044,1.9045509870160915,3.7783284440347935,5.641408169988459,7.490628483770893,9.315150118180064,11.065000545440817,12.602962738854293,13.710008686817615,14.321305710980331,14.591314404836677,14.693955273531484,14.730880948050025,0
MK334046,1.903849766355324,3.77662510616697,5.638429886617233,7.485815682612068,9.30703029305925,11.057361114334057,12.595829185756235,13.70270679164649,14.320283527647419,14.592164122064831,14.6938892953548,14.730368382826798,0
MK334047,1.9043563471573024,3.777770887212919,5.6402801012405765,7.488383203220173,9.310612871457288,11.061624419818711,12.600810081593092,13.705581858765196,14.322591671355452,14.593649385356052,14.694189126919564,14.730176008230984,0
MG428699,1.904376414760501,3.777449630871976,5.639750796118383,7.488058045723236,9.311765184246557,11.060890672647087,12.5980988817949,13.707189574911618,14.321086482152154,14.590412364841638,14.692837103792279,14.730212726631606,0
MG428701,1.9047080807616317,3.7783395139912166,5.641325313997588,7.490471693203821,9.315370634784351,11.065656270945468,12.604112592961776,13.713409238907635,14.327580103887055,14.596850646706967,14.698957570987565,14.735967014015491,0
MG428702,1.9051403760456864,3.7782269111997904,5.640845127887657,7.489318481431233,9.312782575035245,11.061520417298773,12.594595194802055,13.699219711599929,14.31106174067918,14.579168970644414,14.681388507865883,14.718645162541776,0
MG428703,1.9045220686320803,3.7781571695214007,5.6410657937279955,7.490047764275384,9.314484846076464,11.064574799050098,12.603123664437327,13.713017657562512,14.327191566463846,14.596585696109905,14.6990882873346,14.736376053328051,0
MG428704,1.9044496934708972,3.777855090857994,5.64065129459154,7.489393783373612,9.31376410890242,11.062903373945527,12.598621390777867,13.705907789842136,14.318632863577333,14.587944673698983,14.690220250020996,14.727581739538081,0
MG428705,1.9045651166056656,3.777911673203557,5.6405498956655835,7.489499858921341,9.314124158873843,11.064726353079653,12.604121713795859,13.714656356318086,14.327553385162275,14.596015258156596,14.697467345381027,14.734207635691655,0
MG428706,1.9047765200662763,3.778328716774496,5.6411450519112485,7.490052177564646,9.31429902632692,11.063945769743912,12.600994914041605,13.70839222254342,14.320057809153033,14.588203849973358,14.689780680943745,14.726571568444744,0
MG772808,1.9045269273593597,3.7787666752414784,5.642091411784787,7.49156395919066,9.315463648224997,11.065847481275355,12.60539860756643,13.707636811100562,14.321313505633185,14.591061677640711,14.693362443330214,14.730853496650155,0
KY829118,1.9044613507350348,3.778192687065133,5.641027195714637,7.490090819824578,9.314749021051774,11.065363661599374,12.60439098918665,13.713568503593375,14.325668595702734,14.593995210736097,14.694155674948394,14.73106756537076,0
KY554967,1.9045649944397784,3.778795690520395,5.642498613479848,7.492247137823182,9.317650571465284,11.068078778401775,12.606635051052967,13.713827225322227,14.325429574717393,14.594461079455705,14.695099976911065,14.731670625380517,0
KY554968,1.90448127751826,3.7786364741828846,5.6422634318084,7.491916124588586,9.317266317891935,11.067720678336949,12.606230606845784,13.713466315617044,14.325053575934774,14.594056942816946,14.694723263067553,14.731525234278454,0
KY554969,1.904520867722654,3.7782593264851214,5.641070159359544,7.490042047334149,9.314659014182974,11.065280628575994,12.604305804247243,13.71335375841982,14.32539743060843,14.593763072737035,14.693938105475096,14.730855365012115,0
KY554970,1.9044117543175731,3.778791432259181,5.642554875392042,7.49253286931105,9.318348415064596,11.069033392680565,12.608219798529,13.714372623369922,14.326087906497413,14.59514310899852,14.695574557474039,14.732426451541135,0
KY554971,1.9041471286631704,3.7778107065903295,5.640597980422671,7.489650653919384,9.314254020086773,11.064697764565231,12.603994192109148,13.713288301239329,14.32646948905937,14.595732430213966,14.696021397435901,14.7330289408146,0
KY674915,1.9044670544009912,3.778469623099712,5.641699543030343,7.490879838032058,9.315836462161457,11.065658942707632,12.603833257927326,13.70886766215574,14.318070105263484,14.585110981926892,14.684677539738596,14.720490738447845,0
KY674916,1.9046570435123653,3.7789813003160697,5.64275936827962,7.4924538906195055,9.317780348451473,11.068122748473835,12.606498126949553,13.712738913761655,14.323863536644904,14.592706934641367,14.693341267852302,14.730025942649991,0
KX179494,1.9139637824171036,3.796940034818773,5.662868083473879,7.493313648098169,9.214080038871826,10.595046454942764,11.468522725605078,11.878391424601354,12.042707772601608,12.09851338779875,12.114228795982676,12.119289352168936,0
KX179497,1.953896145328024,3.883281257397944,5.786744138878438,7.6120421037380925,9.194415606547253,10.24431010755294,10.728029131370231,10.912227578732645,10.981700586329815,10.998454359650816,11.003574253138142,11.004814078692426,0
KX179499,1.953440906941025,3.882637582266365,5.786031585793867,7.611280528949594,9.193684834521925,10.242007498593056,10.72609114687411,10.911258116784024,10.981700586329815,10.998454359650816,11.003574253138142,11.004814078692426,0
KX179500,1.9044948402914672,3.778262967096936,5.641301350150182,7.490520326861353,9.315607406241671,11.06575525942474,12.603190618651205,13.711647228618931,14.325531049556007,14.595219408109948,14.696366586034827,14.733042621726947,0
KU521535,1.9043057597971331,3.777982569676877,5.640859320949963,7.4898648775654335,9.314612777784852,11.064671898161745,12.602095639174685,13.710538443551,14.325032398712178,14.594774132822902,14.696148744841055,14.732970005359215,0
KT381875,1.9044245925126284,3.7781612936785143,5.641116624012376,7.490212326128143,9.315230184097915,11.065370224543278,12.602896755298447,13.711688904034247,14.325848889000635,14.595364630299905,14.696366586034825,14.733042621726947,0
KT266906,1.9043987531092452,3.7775856549027096,5.639777018512262,7.488079827937657,9.311839233987707,11.061268410797386,12.59948333702484,13.707552232366274,14.321392387427974,14.591434960282545,14.694486818489152,14.732724747661807,0
KF530104,1.90428975082789,3.7774341499999733,5.6398340641073315,7.4879362495997075,9.31195089686334,11.060779695084731,12.596595979502528,13.704291743614723,14.318137576961913,14.587658773693375,14.689154284141376,14.725830314634564,0
KF530105,1.9047324976087945,3.7786725667575256,5.641874331539228,7.491160313559607,9.315858260958818,11.065803542750512,12.602187583426895,13.70976246785526,14.321574818609117,14.58937953330495,14.689282229030994,14.726337070104062,0
KF530106,1.9040182541772808,3.7766672691029113,5.638108753231343,7.485618866673045,9.309499838104438,11.058716788742187,12.5968130341349,13.703484819949054,14.318159014959438,14.587187833744311,14.688041645725109,14.725132024385,0
KF530107,1.9043979304365908,3.777892235798967,5.6406383591979745,7.489119860689079,9.313597403983028,11.062495961542167,12.598080949761837,13.704693798218825,14.317983344866564,14.58770421409693,14.689081291440644,14.725903309999357,0
KF530108,1.9043346574031543,3.777529398209064,5.639936566820551,7.488090635583102,9.312149036491775,11.060947077101837,12.5970581826082,13.704985401562386,14.318425039444346,14.587613333289818,14.689227276842105,14.725976305364153,0
KF530109,1.9044827805336564,3.7778389000751136,5.640431198882866,7.488804241431321,9.312966017812336,11.061654888012548,12.597505353507767,13.704958105569188,14.318440327928295,14.587558234023213,14.689154284141376,14.725903309999357,0
KF530110,1.9035790556302419,3.7764537223163273,5.6384771966223255,7.486688825959701,9.311075236380386,11.059580937847617,12.595681760369615,13.703175154510793,14.318602843336256,14.587153810109072,14.688925536788876,14.725771061235935,0
KF530111,1.904485764852704,3.7778196349805184,5.640330216544353,7.488680358946129,9.31305918041158,11.06191485329557,12.597502008008394,13.704706351061953,14.318306129110566,14.587394363179241,14.689081291440644,14.72575731926977,0
KF530112,1.9049716427247891,3.779616257884034,5.643296300527557,7.4927590477342685,9.317682304928708,11.070434387782411,12.607277732590935,13.710209122026935,14.322050275380402,14.588057950315257,14.688015690081869,14.724082046289752,0
KF530113,1.9043566590686916,3.7776297112973087,5.640298686497292,7.488575545603738,9.312719319899683,11.061606172895623,12.596777029304945,13.704605434130087,14.318859319224279,14.588106372777588,14.689592240345752,14.725903309999357,0
KF530114,1.9044015835744692,3.777601608307191,5.6399769232274855,7.488097613767728,9.312142023904274,11.061013082748596,12.597231777459015,13.705006985152096,14.318064689726045,14.587512793619654,14.689227276842105,14.725976305364153,0
JX504050,1.904196191623143,3.7775790257266046,5.6399885358867206,7.4885419935960575,9.312368261571832,11.06049251840554,12.597801354221275,13.708390284156867,14.324526741662359,14.593408694234665,14.695458204594571,14.733070030321182,0
JX524171,1.9045381045869767,3.7778184563429886,5.640377610287232,7.488999870242918,9.312874830324516,11.062352584546707,12.600014668180316,13.70761323105973,14.320544062432976,14.590766269343712,14.693834102132756,14.731466392826992,0
JQ765563,1.905094725682852,3.779655842379385,5.6430823545854425,7.492450493098423,9.31675524469691,11.069839522584717,12.608534822275093,13.711054362832884,14.322581424632919,14.590031487178948,14.691473840550527,14.72799361908208,0
JQ765564,1.9051468776961944,3.7796209178030034,5.642996831866717,7.492293882719617,9.316930015400605,11.069545755295488,12.607473783776445,13.710793581284976,14.322699796157009,14.589704449670169,14.690758757261849,14.727365564872086,0
JQ765565,1.9044461215028536,3.7782463091842176,5.640849148478862,7.489305809553867,9.312735427558025,11.064164294713073,12.60179696955003,13.70695738705024,14.321666794010738,14.589540930915772,14.69059523255244,14.72732021879816,0
JQ765566,1.90462462934192,3.778954989533915,5.642808939617327,7.492898142938736,9.318709385287207,11.069592011363225,12.607873580032724,13.714843127293332,14.325986477075643,14.593581068708534,14.693751712153206,14.72961491397633,0
JQ765568,1.9050837873622557,3.7788365261961077,5.641504501378501,7.490137123170784,9.314189598363548,11.0630930708752,12.601462703626499,13.711183618001694,14.324395614088347,14.591665747706882,14.692276684857175,14.7293965415786,0
JQ765569,1.904721108267116,3.778958824190027,5.642061637783008,7.4909154117327095,9.314974081233599,11.067028969837956,12.60455334766199,13.708870692535255,14.322020110743162,14.590023272958664,14.690786248703716,14.727438403389096,0
JQ765570,1.9050502323606373,3.779495948861752,5.642780592430282,7.491752136109888,9.315920576750042,11.06769361529232,12.605575916417378,13.70956845334434,14.322141913040555,14.589419118171135,14.69079588716493,14.72758408042311,0
JQ765571,1.905094593499066,3.779096589069279,5.641996981015941,7.490820707942383,9.315285247862288,11.064872761347013,12.602399215568775,13.71063610516026,14.324159174077025,14.592161039957936,14.69247720802216,14.729178169180873,0
JQ765572,1.905101296304177,3.778999041677221,5.641754684125365,7.490633671467244,9.315319849086007,11.06487229127764,12.603093733105162,13.711694923496951,14.325005096872525,14.592698010898404,14.692913936922698,14.729542123177085,0
JQ765573,1.9048316401671528,3.7785567437937253,5.6412948049914124,7.4898485786788624,9.313859339624702,11.06283025882885,12.600320437288346,13.709187777094678,14.322263437136288,14.591347133269801,14.692349473007262,14.729469332377846,0
JQ765575,1.9047964711773344,3.7783591094521847,5.640818666923207,7.4893141578199325,9.312610400606454,11.060593290865347,12.598688628400419,13.708181023553669,14.321478071403794,14.590806527950189,14.69217642327468,14.72932375077936,0
MN306041,1.932302088773126,3.842296503042016,5.744191570186902,7.63711502169955,9.511391132828992,11.322663875941446,12.911896605249927,14.012745652231596,14.579339231587221,14.800788544443824,14.873549347135224,14.894980776595926,0
MN306042,1.9323917987662895,3.8423874583888815,5.7443724403442005,7.637361426618937,9.511794500330131,11.323492194843984,12.912628570644722,14.013560812162078,14.579433123398099,14.801001325556927,14.873837609423516,14.895264852161775,0
MN306053,1.9325983312112809,3.8430421000112487,5.745222210543509,7.638485364273166,9.513068418815367,11.325364784662176,12.915886674509213,14.017784102954893,14.58415264300034,14.805263082850873,14.878288773601625,14.89969035722851,0
MN026164,1.9327990954014065,3.8432274742472035,5.745948966357084,7.639660343121741,9.515173375739987,11.328556830521114,12.920514792987232,14.021130827495833,14.583586575026025,14.804249552373586,14.876559392077727,14.898014038966194,0
MF314143,1.9326194869928763,3.8434731789117222,5.746374288909642,7.640601816087103,9.516813461501,11.329866221256212,12.91981946173988,14.020420020117626,14.58061122083907,14.799486592258571,14.8726469744781,14.894755831593535,0
KY014281,1.9325776375104795,3.8430735629721897,5.745662487185223,7.63962279954221,9.515468478498942,11.328110622105214,12.915807800200884,14.015702808203088,14.577415779514586,14.796084126586564,14.868438751626337,14.890465135627238,0
MF374983,1.932537435220654,3.842822706496853,5.7450277714433104,7.638510651818424,9.51345034775536,11.325842723299218,12.915579779502526,14.016218561477661,14.58001492086782,14.80023332814227,14.873261085306327,14.894909665058865,0
MF374985,1.9327391415721695,3.8432856519607235,5.74579832915516,7.639189980340157,9.51437875074495,11.326732131219675,12.916313275229808,14.016180248405249,14.580516141942859,14.801445941822585,14.873493907350776,14.894673094852276,0
KY983583,1.9324313253662095,3.8426343288957985,5.7447653533906085,7.637687504163495,9.512439396701328,11.324297054722026,12.913604017584145,14.013900758124127,14.578683165386774,14.800085901022891,14.872302056906035,14.89331110963981,0
KY983585,1.9326191415596568,3.842864168612277,5.74498622809916,7.6378173040385695,9.512227972464386,11.323503615312507,12.912588180526294,14.012480512025574,14.577472921726287,14.798628391366556,14.871020859668686,14.892231825211535,0
KY967358,1.9323415000522333,3.84245990879151,5.744334280901794,7.637214504711333,9.512032082888258,11.323542119105387,12.91273772900248,14.012836194811001,14.577478667923204,14.798922810150573,14.871484993372912,14.8927535806828,0
KY967360,1.9324182307324183,3.842940729686331,5.745507553655293,7.639160879128992,9.515065549534327,11.327602852861974,12.91688970350409,14.018784710975812,14.578822702300654,14.797536087390899,14.870332383936573,14.892225786086481,0
KY554972,1.9323135347571323,3.8421088830884362,5.743969815197903,7.637115063317868,9.511655844472534,11.323645375185384,12.915157651084945,14.016560732728006,14.58211994606677,14.802773429454165,14.874149609659634,14.895040176594545,0
KY554973,1.932390807429384,3.8422175561146563,5.744105868542629,7.637275273060688,9.511886834339602,11.323949749297215,12.915443952759954,14.016723466089013,14.582357694681427,14.80292448373058,14.87429369005754,14.895182215831593,0
KY554974,1.9326202992830477,3.8427069058425785,5.744867422491425,7.638278376253392,9.513564473230062,11.326527715643609,12.918280866715667,14.020106586115205,14.585592454900668,14.80430100348392,14.874839398538866,14.895638212183629,0
KY554975,1.9326927500980216,3.842915905074883,5.745201056910538,7.638708611850644,9.51402925600244,11.326953544565413,12.918152673174367,14.018869904016455,14.583594003099337,14.802085936681713,14.872660325846786,14.89355422192069,0
KY674917,1.9322761184062418,3.842079104876715,5.743805209193085,7.6366570735697135,9.510918158577676,11.322307561784653,12.91192025975333,14.010702312246297,14.57480962639182,14.795148457059838,14.866226866673074,14.886974443808796,0
KY674918,1.9319396750427345,3.841364756848842,5.7427981086212245,7.6352977088426535,9.509284852422807,11.320390435238988,12.910174727148744,14.00948784773451,14.574489890883186,14.795152703222255,14.86644440753984,14.887444418951304,0
KY674920,1.932460507591608,3.8424539836791327,5.744462050461903,7.637645674684434,9.512714232906408,11.32509024019743,12.915689725612507,14.016238044867132,14.580883082707008,14.799224339942553,14.869469893592322,14.890162272460294,0
KY684759,1.932550619343232,3.8429729058689124,5.74535893806999,7.638580804419375,9.513613472618117,11.325523782558172,12.914329299367221,14.013324700311577,14.57769344304598,14.799228018211414,14.871513070941743,14.892309919309607,0
KX538964,1.9325614913696407,3.8425809780112554,5.744726835382206,7.637914836729982,9.512708106961306,11.324774875237091,12.914249511899824,14.014906682936726,14.579961218246794,14.80135254969898,14.873747981576214,14.895051931159587,0
KX538965,1.9328826017368588,3.8429279334355186,5.745043384104153,7.63824861387983,9.513321755939636,11.326070081368814,12.917559827470178,14.01830647800149,14.58259625183334,14.802114510919818,14.873647530649714,14.895193969106572,0
KX538966,1.9325571828458088,3.842705190779663,5.744950788004831,7.6382913177536755,9.513148926603597,11.325309468344171,12.91498650323008,14.015146863215186,14.579908795498884,14.80135254969898,14.873682841361903,14.894986788823578,0
KX538968,1.9327502667881444,3.842638160398099,5.7445860385864975,7.637586457025031,9.512543122616579,11.325037537854323,12.916793723376102,14.018099521551528,14.58253112222542,14.80224477437766,14.873647530649714,14.895128833135233,0
KX538969,1.9327058387288452,3.8426141631752047,5.744573052866388,7.637654864187598,9.512626622923461,11.325087090087829,12.917145111590262,14.018391028096184,14.582596251833339,14.801959663897893,14.873712664499777,14.895193969106572,0
KX538970,1.9325452361579727,3.8427208574931186,5.7450415155697705,7.638383379759464,9.513173973704554,11.32506967601038,12.914612382648675,14.015177380908439,14.579856894243605,14.800713041099991,14.873137132880581,14.894856504151571,0
KX538971,1.932842470696028,3.8428728052275245,5.744932259046317,7.638194746535816,9.51326697515294,11.325777797902148,12.917838594253281,14.019309531973992,14.58365556292533,14.802635564751187,14.87397319990002,14.89538937702059,0
KX538972,1.9326495035213793,3.842807290265224,5.745056702480143,7.638363402093575,9.513069586215174,11.324980434101214,12.914352135088535,14.014689042059354,14.57992476113952,14.801327963732913,14.873617701147593,14.895051931159582,0
KX538973,1.9327622525950443,3.842745199110536,5.74473084928086,7.637924770109016,9.512867171781137,11.325339517922888,12.917186090754301,14.018123262342607,14.582474611300142,14.802244774377662,14.873647530649714,14.895193969106572,0
KX538974,1.9327621884230743,3.842702540104329,5.7446488319468045,7.637815648177383,9.512736865517187,11.32519472986082,12.916886007358851,14.017958473523136,14.582523776827182,14.80208992735574,14.873712664499777,14.895389377020592,0
KX538975,1.932738268326911,3.8425952755390647,5.744441433274415,7.637422025157782,9.512359993407873,11.324866987858432,12.916761293557586,14.017685537262814,14.582962446717332,14.802741244644954,14.873997784264713,14.89545451299193,0
KX538976,1.9327939171509751,3.8430069059902654,5.745324682385102,7.638689339309575,9.513473674676694,11.325634759485474,12.914950299577846,14.015153687616227,14.580161993268328,14.801466859723876,14.873617701147596,14.894986788823578,0
KX538977,1.9327621884230743,3.8426163714270616,5.7445133488357305,7.637571307741616,9.512453940781613,11.3248599286161,12.916608572664448,14.017174117980131,14.581867955364125,14.801503741795445,14.87345212909953,14.895063697163891,0
KX538978,1.9324964097158404,3.8424789983812713,5.744481928229655,7.637615546091943,9.512221439426154,11.324436769820723,12.91393353185644,14.014590861855517,14.5797293532255,14.80135254969898,14.873682841361903,14.894986788823578,0
KX538979,1.932496367256923,3.842396067180459,5.744331037872072,7.637331452115903,9.512015091413831,11.324125253626733,12.91411254985672,14.014588956072707,14.579558530476834,14.800766306864169,14.873357140290349,14.89498678882358,0
KY369905,1.9325452999009,3.8428454403918564,5.745043720815716,7.638038520952,9.512957631974189,11.324765729183312,12.912932576369188,14.011335362404651,14.574919884300654,14.795559578068405,14.867523284878027,14.88872295286592,0
KY369906,1.932703543317242,3.8430056805581976,5.7453404502915655,7.638592115954792,9.51366549056963,11.325811110018137,12.915317305776913,14.014740564033987,14.579578361840367,14.800419179588307,14.872659699663274,14.893719543819683,0
KY369907,1.932775764476066,3.84322536341995,5.745698935490534,7.639177766859733,9.514484800348002,11.327232640907914,12.917394548941596,14.016836890040514,14.581007873357654,14.802087448797911,14.874324372659428,14.895359531609794,0
KU131570,1.932193989961526,3.8426298133563463,5.745271311730255,7.639230370928261,9.515505768009632,11.328904131964386,12.919884311877258,14.020262621957873,14.580243080608465,14.799127927558985,14.872363831180914,14.89505184281879,0
KF923886,1.933203152864335,3.843512965052164,5.745938714097623,7.63951963662849,9.515105852793438,11.328174729588602,12.920542854374766,14.020703959393936,14.58516052008086,14.804928422689073,14.87567301145602,14.896182677997949,0
KF923887,1.9325386779347344,3.8427567124130864,5.744895432215857,7.638287287405848,9.513655353677828,11.32555859454318,12.917149376354873,14.01831038762825,14.584048058844306,14.803935579152904,14.874761226637242,14.895922159566274,0
KF923889,1.9330615761397605,3.843619875440129,5.7461270125069515,7.639825257122687,9.51559929661505,11.328734944215931,12.919221191868813,14.019501979608801,14.584250157148375,14.803772129136345,14.874606389700125,14.89568622389812,0
KF923890,1.9327885504001736,3.842835827052763,5.744950709566798,7.638330983371429,9.513422053366432,11.326235880416439,12.918162964881212,14.018798468912607,14.583584679603762,14.802989621823338,14.874073682647769,14.895182215831593,0
KF923892,1.9327006541986,3.842531793650569,5.744369255890322,7.63729255937948,9.51200736556968,11.324338127574258,12.915918671586773,14.01791603020964,14.583267619271783,14.80257420730073,14.87400854243346,14.895247358167596,0
KF923893,1.9326007625521904,3.842485590104943,5.744416863347238,7.637592791622568,9.512380281683557,11.324708429112976,12.91628195710941,14.017332708273536,14.582452782925625,14.802167412583573,14.87400854243346,14.895182215831593,0
KF923894,1.9326843689336488,3.842660745438371,5.744660554850372,7.637884028716268,9.5128611825512,11.325490907210755,12.917627856665607,14.01876335775574,14.583698985905807,14.802989621823338,14.87413882286208,14.895312500503602,0
KF923895,1.932509123010086,3.842403072107473,5.744369853624475,7.637730066308383,9.512456209644279,11.324962369868862,12.916226551912091,14.01617685465309,14.582364805892349,14.802243509020258,14.874482277788768,14.895969053449681,0
KF923897,1.9327866698778704,3.8427626580607233,5.744889604674303,7.638051046438545,9.51293624666454,11.325483009503019,12.91641445963862,14.017985055224695,14.582083664872757,14.801642600229714,14.873146706078913,14.894892084823216,0
KF923898,1.932185693055993,3.8417776811057514,5.74339102143438,7.636085002684821,9.510637462467207,11.322574172031224,12.912978240042756,14.01511376626891,14.58123155176542,14.802844104432447,14.874356657123716,14.895739642042649,0
KF923899,1.9331934197060143,3.84388644466937,5.746692906585256,7.64096487399143,9.51672480830408,11.329943558128655,12.922590447388314,14.023394324742329,14.584757280609074,14.803092497315935,14.874050054199419,14.895217510122215,0
