nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
KY369910,404.43166300000155,7.84127856780013,10668402.127503997,0.00010855193448931728,22.40345525732646,2891.3248943147933,64706.847892479265,64708.03817710374,1.8611264989411556,3.2854393368074155,7.84127856780013,15.980540833674176,10668402.127395444,4187130204.7295156,12.69510149686676,6.34755074843338,159.994515297085,0.01838709799731859,0.24943022089407066,0
KY369911,405.1021970200074,7.889262252724267,10703518.362778233,0.0014013675158104878,22.402577423901548,2895.751357143534,64867.3587735791,64868.55008236009,1.8270862399608188,3.1959627974344373,7.889262252724267,16.01376162698446,10703518.361376867,4207928789.787659,12.817798829550025,6.4088994147750125,160.1259120556569,0.01837039193257876,0.2540352611947804,0
KY369912,404.83869471999964,7.949484190514242,10689546.550963832,0.0006165344505815944,22.402338145087636,2894.8068693312757,64804.10915847707,64805.300093047146,1.8298773161523292,3.2257492710674804,7.949484190514242,16.03290079937434,10689546.550347298,4199726920.1498976,12.807151528306859,6.403575764153429,160.0739010466819,0.01837333538027201,0.2514994103645726,0
KY369913,405.41080147999975,7.889203973256778,10717241.328912033,5.2290897969214065e-05,22.395390799130567,2898.417159573978,64936.21693933367,64937.408987300056,1.850696801103404,3.2662742146650574,7.889203973256778,16.00232575008637,10717241.328859745,4216867085.983879,12.736051535421314,6.368025767710657,160.17386981865403,0.01836517199076097,0.24859526146096134,0
KY369914,405.2482548599943,7.939750299435537,10709685.606303353,0.0012791843128224162,22.39861588826813,2897.381885633763,64898.77609967434,64899.967766590824,1.8189215523527889,3.2409963435879416,7.939750299435537,16.031493508473552,10709685.605024168,4212005816.1045275,12.790497164885615,6.395248582442807,160.14572628349913,0.018365916667689774,0.2524563143865013,0
KU291448,402.00691558999625,7.876618476955889,10541865.4376112,4.084738471332117e-05,22.405916376124846,2878.3236573599524,64128.37518385495,64129.5618124378,1.8520871586637453,3.318386406133703,7.876618476955889,15.852536966228318,10541865.437570352,4112600698.2552814,12.534150560094616,6.267075280047308,159.52057712673528,0.01843787384210541,0.25183920644929125,0
KF514430,404.0995961000074,7.881379021631052,10653937.537368996,4.698910039265194e-05,22.411141759943884,2886.314547487093,64634.5719467756,64635.76147079633,1.8236283631128904,3.223486541762439,7.881379021631052,16.145620162454463,10653937.537322007,4177781660.909678,12.92213362069202,6.4610668103460105,159.94713325766278,0.01839038482708521,0.2539800070199453,0
KF514432,403.72641917000436,7.890434735096027,10632227.747674087,0.00011882870993736,22.406262187639584,2889.6039870127665,64539.693865067646,64540.88299981546,1.8181551779014182,3.2432864333507125,7.890434735096027,16.009992474043855,10632227.747555258,4165525578.395868,12.766706040693142,6.383353020346571,159.85997150682067,0.01839965271275432,0.2489098645607973,0
KF514433,404.063840129998,7.978309806951637,10651465.499158887,1.8908837563669366e-05,22.409825133292717,2886.447433583785,64624.3321162129,64625.521626913935,1.852614307926176,3.249130797478618,7.978309806951637,15.901414472834857,10651465.499139978,4176458045.550721,12.65228367535624,6.32614183767812,159.93594501161385,0.018387139209923537,0.2505205802093608,0
JX503061,404.72724350999323,7.916866457880553,10685890.922969598,0.0024520204007018576,22.408507158252128,2890.875143202693,64781.947231692015,64783.137758982295,1.8210342885551751,3.255791292210496,7.916866457880553,15.999276874817687,10685890.92051758,4196854937.899277,12.743485582607189,6.3717427913035944,160.06322349311398,0.01837597018963898,0.24917420893167466,0
NC_006577,453.10915388999933,8.033591265936067,13199480.2792592,0.002116200584583085,22.015298626597676,3181.815069713908,76300.06519208723,76301.3400363274,1.8319111307846565,3.224653539637087,8.033591265936067,15.9277566577211,13199480.277143,5821894491.339257,12.70310311808401,6.351551559042005,168.39223956753364,0.01749967951548566,0.25032068439620264,0
MH940245,451.19109139000216,7.997113631222888,13091833.650043204,0.001261081007642919,22.023927753951646,3166.881922936389,75823.62755703811,75824.89932811621,1.82948882253504,3.2343246945750197,7.997113631222888,15.832474378930455,13091833.64878212,5749415358.1189575,12.598149684355436,6.299074842177719,168.05213800530788,0.01753519286948074,0.2461618295854344,0
KT779555,452.6306292999965,7.749323643687969,13169009.561568994,2.6804527793285557e-05,22.00985237950049,3186.0324337234497,76173.57786845548,76174.85226015522,1.816455470054516,3.2748827112992207,7.749323643687969,16.00583356892826,13169009.56154219,5802608116.856475,12.73095085762904,6.36547542881452,168.2908158165514,0.01752108742054534,0.2482443439319119,0
KT779556,452.64222268999566,7.748155857548938,13169400.76129561,0.00018365912040918365,22.0092886477281,3186.3803330424944,76175.84071011117,76177.11513966853,1.8242491583768197,3.2812946173759268,7.748155857548938,15.994357059265521,13169400.76111195,5802952871.002314,12.71306244188959,6.356531220944795,168.29150461794697,0.01752106951568152,0.24803445058118656,0
KF686340,453.0712226700026,7.90058525168816,13197139.207696885,0.0013968097552381135,22.014934593623934,3188.794468190633,76290.35689099094,76291.63170082134,1.7690930641755958,3.216954764777809,7.90058525168816,15.867096456375268,13197139.206300074,5820413067.573768,12.650141691597462,6.325070845798731,168.38490964268885,0.01750564509959256,0.2528831975071601,0
KF686341,451.8114444500042,7.808675956427928,13120937.754372248,0.00028827941649587653,22.00918131258264,3176.755383949009,75965.43882009751,75966.712072791,1.8051697724679905,3.240636502078485,7.808675956427928,15.975594926089355,13120937.754083967,5770941343.150329,12.734958424010873,6.3674792120054375,168.13526915541328,0.01753439888151256,0.2537714337046885,0
KF686342,450.5938790099927,7.8903938382238294,13046732.54708121,0.00012941249572458866,22.002074288674788,3168.369565278907,75650.01377605861,75651.28557892134,1.8577887623243907,3.3513224809229665,7.8903938382238294,15.811705047668491,13046732.546951795,5723117009.743507,12.460382566745524,6.230191283372762,167.8895726286174,0.017555984318083775,0.2486830396621421,0
KF686343,453.94409056999984,7.886581705378947,13248877.105860498,0.00039196344033457566,22.016661392780424,3191.6076177495115,76512.7765358199,76514.05250370991,1.797693548351222,3.2787754763527888,7.886581705378947,15.872640314407606,13248877.105468536,5854400230.540478,12.593864838054811,6.296932419027407,168.55110161197558,0.017489530339647126,0.2481738246032681,0
KF686344,449.9605142799988,7.926607709680037,13008326.727753635,8.87404070477312e-05,21.998226553661237,3169.2133422745696,75486.99219639777,75488.26326726505,1.8522759274545877,3.2305316383928524,7.926607709680037,15.780206648731893,13008326.727664895,5698477891.107919,12.549675010339039,6.274837505169518,167.76359213916308,0.0175672878349793,0.2517210265594204,0
KF686346,453.9280808200015,7.933346685569575,13247956.226985615,0.0003795393923338005,22.016703575478893,3189.857438339179,76508.72887123353,76510.00481417918,1.7830676217959938,3.1748487375993104,7.933346685569575,15.981500964521313,13247956.226606075,5853780836.66572,12.806652226922006,6.403326113461001,168.54812932705948,0.017487994143193294,0.2531473595288638,0
KF430201,453.22310760999113,8.011500500493327,13206305.593113607,0.0007313170543220049,22.015647111678813,3181.225382934917,76329.31304644236,76330.58803851725,1.8104934135387452,3.273944361558472,8.011500500493327,15.95177953965584,13206305.59238229,5826358670.305832,12.677835178097368,6.338917589048684,168.4144337850608,0.01749832099911381,0.2496472779865173,0
HM034837,452.1034395100038,7.957968364714475,13141778.500312807,0.002056818115259019,22.01708531744038,3178.716825980996,76047.87196054624,76049.14531434028,1.8134867618120023,3.248544695738649,7.957968364714475,15.958939101693606,13141778.49825599,5783472503.041646,12.710394405954961,6.355197202977481,168.20900996233962,0.017521021681279104,0.25210548443172626,0
MK334043,414.45077440999296,7.601061044838647,11086922.734149607,0.0007179472634719798,22.13049309186874,2980.793162021749,66835.94360961932,66837.15813508457,1.7803009599824746,3.1646423445593985,7.601061044838647,15.326239056168186,11086922.733431663,4467205707.574303,12.161596711608784,6.080798355804392,161.26388882917675,0.01826186740512774,0.24944035291006725,0
MK334044,414.41493459999833,7.5900404350941635,11085756.702783998,6.61099102877089e-05,22.132407001337924,2980.003993040483,66828.91427712985,66830.12867485988,1.760093015808215,3.16310379338096,7.5900404350941635,15.304142446310575,11085756.70271789,4466266098.698329,12.141038652929616,6.070519326464808,161.26087333612742,0.018262674108898137,0.2486074860822713,0
MK334046,414.7034985200004,7.593941438999307,11099826.42225604,7.430802252971473e-05,22.12906337359344,2985.5259058931492,66895.50091810484,66896.71586349988,1.7723757736163614,3.1428105967600066,7.593941438999307,15.31318459557368,11099826.422181733,4475170593.321836,12.170373998813677,6.0851869994068375,161.30922733191892,0.01825726176620136,0.2488716612694864,0
MK334047,414.69925363000567,7.537715812409087,11100086.958048487,6.992611576418347e-05,22.13009368355735,2982.2478615093746,66895.85557819916,66897.07048590557,1.8272715243032287,3.1814479117045935,7.537715812409087,15.308482265225933,11100086.957978563,4475218039.596218,12.12703435352134,6.06351717676067,161.31173372663844,0.01825949609127746,0.2500744761316847,0
MG428699,414.4998597799996,7.649877110256469,11087380.240075236,0.0006577124570086693,22.125459836989123,2974.087804216396,66842.3455302759,66843.56030452256,1.8457933682451766,3.2424604858390516,7.649877110256469,15.271798881330511,11087380.239417523,4468061554.184343,12.029338395491461,6.0146691977457305,161.26023677246408,0.01826013043567401,0.2466754049521097,0
MG428701,416.18334625999154,7.629296999784688,11177137.353150757,0.001604135676084039,22.124063226966797,2985.1422930541453,67249.16405111863,67250.38135173781,1.7860498877582955,3.170981913666808,7.629296999784688,15.261121059069204,11177137.35154662,4522613791.9541645,12.090139145402393,6.0450695727011965,161.58542780591657,0.01822568600033375,0.24721929900166115,0
MG428702,418.5583152099997,7.7050701660205485,11305942.90224721,0.0009485889858724539,22.12435638433613,2999.430864930064,67830.440098746,67831.66093801317,1.8073707311675145,3.145689834701382,7.7050701660205485,15.356318372926793,11305942.90129862,4601134225.609582,12.210628538225407,6.1053142691127045,162.0573230392377,0.018171188825217784,0.2457350511725757,0
MG428703,417.1180513299968,7.681749936368769,11227406.946263287,0.000892271994892039,22.124032522468017,2991.443203021934,67475.94204295485,67477.16071317435,1.7525208563389083,3.1898163741293777,7.681749936368769,15.300294496621158,11227406.945371017,4553167217.91156,12.110478122491779,6.0552390612458895,161.76701494410332,0.018203656992279542,0.2479075980576548,0
MG428704,419.17758077999963,7.743118235302751,11341947.516848642,0.0030910810318181326,22.132226909822336,3001.266380578996,67984.07926668125,67985.30062898571,1.7784481554429594,3.185349107740997,7.743118235302751,15.216992282860586,11341947.513757562,4622001101.6135645,12.031643175119589,6.0158215875597945,162.18443538935801,0.01815577118860854,0.2431321664400147,0
MG428705,415.6919380800032,7.66450195814945,11149694.325809637,0.0011922046525080132,22.12134954827266,2980.5692077667322,67127.80356940383,67129.02025894253,1.8019996546762205,3.2422384203944987,7.66450195814945,15.198045680418199,11149694.324617432,4506305360.925517,11.955807260023699,5.977903630011849,161.4844971000726,0.01823510145241048,0.24272862951904106,0
MG428706,416.3880891999992,7.676560052035931,11188235.593924,0.0009371468090555836,22.124392057017932,2982.205711394945,67298.88879578585,67300.10637937265,1.8414426266539932,3.2458261962777724,7.676560052035931,15.299177281779013,11188235.592986854,4529304318.674874,12.05335108550124,6.0266755427506205,161.62539357234328,0.01821923971381632,0.2443317196454776,0
MG772808,414.6919757600048,7.6379588023512195,11100701.99456656,0.0013881731267899355,22.132893496461392,2976.843992391533,66895.91760513147,66897.13238159369,1.8022333984933658,3.1964789563305245,7.6379588023512195,15.467553665525527,11100701.993178386,4475226320.880472,12.271074709195002,6.135537354597501,161.3147143311165,0.018254657303322312,0.24997434893327966,0
KY829118,414.27492144999326,7.570196639439707,11080253.67610225,0.0008452482136168214,22.1374732699262,2976.637135337918,66799.38129182067,66800.59528524718,1.788700146744723,3.1818760478153263,7.570196639439707,15.256814044262589,11080253.675257003,4462319530.463388,12.074937996447261,6.037468998223631,161.24408655493272,0.018265351427454897,0.24642196584554496,0
KY554967,414.3914286100071,7.727395330281089,11087189.111997608,0.000323380815884165,22.139293189791093,2972.7126309284276,66829.04862608442,66830.26271738567,1.866710831943688,3.289219910780385,7.727395330281089,15.306252710678505,11087189.111674227,4466284014.874789,12.017032799898116,6.008516399949058,161.27034492544658,0.01825541624369311,0.2463056785896125,0
KY554968,414.3892148599952,7.7270074504532715,11087132.506437158,0.00018732032298082613,22.139411462320414,2972.735879384125,66828.7074292188,66829.9215143215,1.8612246558099437,3.292833228410542,7.7270074504532715,15.32233933044129,11087132.506249838,4466238409.610372,12.029506102030746,6.014753051015373,161.27038309092438,0.0182554274825795,0.2464871519810201,0
KY554969,414.20557869999453,7.538923743579142,11076748.830624998,0.002547855727235332,22.137960322615967,2976.084208040454,66783.10313750627,66784.31701158301,1.7880187415895188,3.2021649601580595,7.538923743579142,15.34849690114547,11076748.82807714,4460144998.703615,12.14633194098741,6.073165970493705,161.2317809603349,0.018268093388192352,0.2499872159301248,0
KY554970,414.67689061000135,7.614530217554472,11101858.149414007,0.0007405309998420903,22.13771784218784,2982.713285344034,66896.81244402847,66898.02701618365,1.7584434008243268,3.145453424749985,7.614530217554472,15.337338164681617,11101858.148673477,4475346018.658037,12.19188473993163,6.095942369965815,161.3227405694621,0.018254787284507603,0.24914276399972185,0
KY554971,414.8751995299928,7.634526666428043,11111457.558256093,6.59083330901503e-06,22.135170633812347,2978.3667705162047,66942.5030268198,66943.7179873547,1.8257586373021308,3.1469629249341025,7.634526666428043,15.526999935402975,11111457.558249503,4481461377.970477,12.380037010468874,6.190018505234437,161.3557597625941,0.018250318756399417,0.2535708723357643,0
KY674915,411.01429982000235,7.591651962560013,10908257.96633104,0.00011276082727234236,22.14197090138267,2961.920997479513,66016.0892953067,66017.29832583279,1.793147508815211,3.1937908453359625,7.591651962560013,15.17803380730009,10908257.966218278,4358283678.242003,11.984242961964128,5.992121480982064,160.61749998532278,0.018332923935534744,0.2510727223634889,0
KY674916,413.9086570600051,7.527976729433874,11061741.185664162,0.0001194045887717531,22.14015059528334,2975.931965951613,66713.23938495955,66714.45273901567,1.8037510323734245,3.1832935739118438,7.527976729433874,15.380994941501124,11061741.185544757,4450818204.266356,12.197701367589284,6.098850683794642,161.1786519731768,0.01827436431255905,0.24730310353473114,0
KX179494,68.31696343000007,1.170924663190295,297332.7866932901,0.000370527164667055,21.79546521451705,1160.4915806208624,4448.194126394312,4448.6921050274295,0.27024035492502424,0.4820060922573805,1.170924663190295,2.3670375530314685,297332.78632276296,19790861.445333388,1.8850314607740881,0.9425157303870441,65.1111217926436,0.04528536987744153,0.24961663594318986,0
KX179497,31.040132829999994,0.6105111751003919,62413.679825290026,0.0002263170890147665,22.229286317135912,725.2066109859078,1371.4614671597767,1371.7928581195877,0.14319911032428734,0.24993132209721,0.6105111751003919,1.2376611385748375,62413.67959897293,1881815.6455879062,0.9877298164776276,0.4938649082388138,44.183492212194146,0.06656320075383028,0.2585804647421868,0
KX179499,31.039999079999948,0.6107627280323771,62413.42999824001,0.00021479660425546203,22.22938210215956,725.2126239357593,1371.455977769814,1371.7873674032046,0.14296427755501456,0.2499608725892269,0.6107627280323771,1.238023312854575,62413.42978344341,1881800.5813670137,0.9880624402653482,0.4940312201326741,44.18350574802325,0.0665626243463897,0.2587547779620141,0
KX179500,414.92571003000785,7.6252683690132725,11114051.08334049,0.0017105593739984886,22.13488610447666,2980.158477687003,66954.48288675553,66955.6979324032,1.7714988047115017,3.192516950592987,7.6252683690132725,15.341023641062643,11114051.08162993,4483065485.615223,12.148506690469658,6.074253345234829,161.36498960720778,0.018249731344347247,0.2492141406380068,0
KU521535,414.95747395000365,7.638233124921546,11115052.57170025,0.0006150023827140995,22.13319173626913,2980.4592952818293,66960.51618294061,66961.73133807656,1.7670827615658964,3.1780028828800746,7.638233124921546,15.311692646653864,11115052.571085248,4483873463.792744,12.13368976377379,6.066844881886895,161.3671770881475,0.018248929251632056,0.2478103644039813,0
KT381875,414.9483618100038,7.638898120955119,11114756.521176007,0.00045360925569165947,22.133677774437505,2980.2270392519017,66958.73268726021,66959.94781003044,1.7797502384864097,3.190579072583158,7.638898120955119,15.298448996629984,11114756.520722397,4483634610.722,12.107869924046824,6.053934962023412,161.3664225475825,0.018248977273424918,0.24645221930948505,0
KT266906,415.06729124000384,7.597544223721668,11118552.801160356,0.0004913145402614238,22.127335801130833,2982.7031182417445,66981.60266250207,66982.81820030151,1.7738898290767002,3.1904746512633797,7.597544223721668,15.386432887173918,11118552.800669042,4486697934.054643,12.195958235910537,6.097979117955268,161.37528558898512,0.018249925240041782,0.24975153933327002,0
KF530104,412.7380551700102,7.638404034882598,10997949.822066493,0.0009424309182231194,22.136719772309817,2967.4678388932507,66427.64786306188,66428.85963733277,1.8310361976106095,3.1706895418817935,7.638404034882598,15.201392174967225,10997949.82112406,4412793392.716459,12.030702633085433,6.015351316542716,160.94384084767705,0.018295077313450515,0.24621951801447706,0
KF530105,412.68122962999786,7.595205001975742,10997111.47343449,9.655164607919228e-05,22.14219114074881,2964.8878615344274,66418.94962539707,66420.16110839523,1.8733740673360388,3.196189326029636,7.595205001975742,15.249094188832721,10997111.473337937,4411637801.665175,12.052904862803086,6.026452431401543,160.94492517856222,0.01829685776029466,0.25033752941292065,0
KF530106,412.5745049200042,7.5896379530934,10989902.59644484,0.00025191171037519737,22.138223660809167,2967.4392117496905,66389.94245741269,66391.15394165942,1.812306599551489,3.1787670172816704,7.5896379530934,15.34917340355668,10989902.59619293,4407785321.70512,12.170406386275012,6.085203193137506,160.9162506788569,0.018300280975240973,0.2523457909241729,0
KF530107,412.7591619500007,7.612049385880178,10998611.76864025,0.0006039930908184933,22.1355877928966,2967.6728926334167,66431.6460566108,66432.85790381681,1.827506232887232,3.1626590010385534,7.612049385880178,15.258842411400671,10998611.768036256,4413324609.268715,12.09618341036212,6.04809170518106,160.94529735637448,0.01829611954303531,0.2460434618092397,0
KF530108,412.75500195000365,7.623268032026809,10998505.643600248,0.0002010658282732517,22.135810889030427,2967.9535129265996,66431.00503034775,66432.21686586013,1.805896067152254,3.1605993725813235,7.623268032026809,15.18040131647918,10998505.643399185,4413239437.712671,12.019801943897855,6.0099009719489285,160.94536641955563,0.018295601597457398,0.2455952779384085,0
KF530109,412.72713053000336,7.61429138388525,10997608.907454487,0.0014614573802903179,22.137305718026862,2967.476510181734,66425.58872982106,66426.8004665292,1.8263415942917989,3.1660871832960735,7.61429138388525,15.254631775874858,10997608.905993033,4412519820.220083,12.088544592578785,6.044272296289392,160.94311184370326,0.01829624005865591,0.2471963128423503,0
KF530110,412.7442121100012,7.580532208230562,10999153.014308412,0.0005706753057711287,22.13881236505716,2966.464074324873,66431.27995390414,66432.49166180771,1.8689050980377744,3.1734603801505776,7.580532208230562,15.237125016534714,10999153.013737738,4413275948.3961525,12.063664636384138,6.031832318192069,160.95023989385328,0.018296968544768758,0.2509205964663316,0
KF530111,412.74796980999434,7.606921609170414,10998264.21104161,0.00038904925438123616,22.136188025037807,2967.902514596049,66429.54679994013,66430.75860885148,1.8208668759010411,3.1644494834373726,7.606921609170414,15.179464625650684,10998264.210652562,4413045689.347492,12.015015142213313,6.007507571106657,160.94457552515763,0.018296423852820373,0.24596951396287803,0
KF530112,412.5650135399991,7.545535268119254,10987570.21430016,4.937103692375111e-05,22.133885247109863,2971.388709071333,66383.12069125267,66384.33231633269,1.7928593327250046,3.116830201743225,7.545535268119254,15.262848951600995,10987570.214250788,4406879577.085293,12.146018749857767,6.073009374928883,160.9034176738709,0.01830372573875919,0.2490537720006291,0
KF530113,412.72880927999876,7.6287665513290355,10997652.018932642,0.003574757166607339,22.137215675846534,2967.228165653302,66425.84912692812,66427.06086838641,1.83829262698025,3.1426764603786896,7.6287665513290355,15.252061421347225,10997652.015357886,4412554415.612314,12.109384960968535,6.054692480484268,160.94308813287668,0.018295590408844976,0.24784086163310706,0
KF530114,412.74575605999456,7.645442296412642,10998207.83294116,0.0013901870073652672,22.136306751846064,2967.8270909709418,66429.20625520473,66430.41805790382,1.8176157969408904,3.1658778754614034,7.645442296412642,15.199746979038173,10998207.831550974,4413000443.347875,12.03386910357677,6.016934551788385,160.9446136753225,0.018294678046006714,0.24571915585792364,0
JX504050,414.99485876000296,7.63053454185693,11116260.15195136,0.0006191590307191193,22.131197867790352,2980.6604502583223,66967.79091743322,66969.00620458624,1.7632203785923304,3.234083125782103,7.63053454185693,15.356517815426404,11116260.1513322,4484847792.029911,12.122434689644301,6.061217344822151,161.37017002459203,0.018248966494373336,0.24807127624607786,0
JX524171,414.847207300007,7.678704647372049,11106662.667555986,0.0002439682012727233,22.127022122376427,2981.607153564739,66928.19263117232,66929.40786131762,1.7530925002395192,3.1356748223422843,7.678704647372049,15.279504777592516,11106662.66731202,4479545636.666603,12.14382995525023,6.071914977625115,161.3321518222769,0.018250986018543396,0.2517540529434088,0
JQ765563,413.7412495299984,7.517983748420522,11048951.402413694,0.0012530270783117276,22.130578818850527,2979.7794544725566,66663.99425332769,66665.20772696106,1.8028707215014117,3.1342266703784736,7.517983748420522,15.203282269474993,11048951.401160667,4444249921.278867,12.06905559909652,6.0345277995482585,161.12484391889043,0.018280779767166445,0.24435710317635975,0
JQ765564,413.7413832800075,7.469816182213668,11048954.726410246,0.0008131703790988187,22.130571664707293,2980.661303800109,66664.01431582129,66665.22778981984,1.7952524404419736,3.1483732570466088,7.469816182213668,15.20535349186904,11048954.725597074,4444252596.268568,12.056980234822431,6.0284901174112155,161.12484032254793,0.01828294791128595,0.2429242765609597,0
JQ765565,413.73159202999886,7.463766031118165,11048705.428056497,0.0002657878656149768,22.13109540029862,2979.9760200550973,66662.51018469491,66663.723631314,1.8013924839798028,3.1485475583392315,7.463766031118165,15.222132175576286,11048705.427790707,4444052048.392214,12.073584617237055,6.036792308618527,161.12501793158046,0.01828319207632341,0.2443321073078391,0
JQ765566,413.8380375900026,7.734772653154977,11057898.751895612,0.0011620755924067851,22.139901365013326,2976.132661167024,66696.13010501523,66697.34336855811,1.781297141300222,3.2130823497953096,7.734772653154977,15.181001228301856,11057898.750733536,4448535612.423342,11.967918878506547,5.983959439253273,161.16481339758425,0.01826657398101321,0.2446936001648453,0
JQ765568,413.98303630000464,7.700382891127043,11062475.5609,2.605510329458777e-07,22.132146802975733,2978.5122710924147,66723.73526426432,66724.94902997026,1.7535358493436817,3.1657298369821643,7.700382891127043,15.181987497212903,11062475.56089974,4452218823.05213,12.016257660230739,6.0081288301153695,161.1750468343129,0.018267082251904737,0.2475810536427117,0
JQ765569,413.7571263099997,7.491823808137224,11049481.91859121,0.0005728575971413196,22.12972961938334,2981.1927966134554,66667.19519068091,66668.4087225804,1.7976575262249974,3.142268654627124,7.491823808137224,15.22175666295518,11049481.918018352,4444676721.601034,12.079488008328054,6.039744004164027,161.12639747195985,0.018281793677079085,0.2440460538562155,0
JQ765570,413.71430399999167,7.485166990633563,11048138.367876004,0.0009727884285838662,22.13202020042681,2979.6696855941736,66659.08876620112,66660.30215054071,1.8033092319736037,3.1214224129956745,7.485166990633563,15.240174043428429,11048138.366903216,4443595882.801383,12.118751630432751,6.0593758152163755,161.12348091837418,0.018282389297316626,0.2441989941712354,0
JQ765571,413.873486509997,7.719217814038434,11058990.821137214,0.00013684687843613564,22.138005047375803,2977.1260712071557,66702.7169123855,66703.93029574843,1.7196192137034614,3.146196866519332,7.719217814038434,15.213662531560516,11058990.821000367,4449414316.900064,12.067465665041185,6.033732832520593,161.16692440208854,0.01826706410907273,0.24843485457385986,0
JQ765572,413.8809198999945,7.7125959922086595,11059242.895936003,0.00041693157249680766,22.13760744406197,2977.8223683493247,66704.23733688322,66705.45074790406,1.7229683270781369,3.147975638240844,7.7125959922086595,15.247623212393465,11059242.895519074,4449617159.481054,12.09964757415262,6.049823787076311,161.16770338917988,0.018267279866636017,0.2482691853790585,0
JQ765573,413.9313093499899,7.704599223020407,11060842.540440252,6.225193134837735e-05,22.13491254798109,2977.9015529927146,66713.88564274785,66715.09922928018,1.7345479448855052,3.1522787681128586,7.704599223020407,15.178735531157566,11060842.540378,4450904465.1727,12.026456763044706,6.013228381522353,161.1713927789393,0.018267263533515758,0.24721185480784325,0
JQ765575,413.9426352400108,7.737472087565543,11061194.411238762,0.0010578311404678177,22.134306914340588,2977.9835738485467,66716.00790100607,66717.22152614423,1.7449920557188503,3.1634752272080364,7.737472087565543,15.231272160205998,11061194.41018093,4451187648.168603,12.067796932997961,6.0338984664989805,161.1721099043664,0.018265713549071017,0.24725962544814345,0
