nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
MN026164,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,41.62499999999999,961.6874999999997,0.6166660174718387,2798.0,154.0,578.0964418622121,2.321428571428572,0.11339285714285713,0.10144927536231883,30774.0,1544.0,10844.0,0
MF314143,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.624999999999964,960.4374999999997,0.6184844158994491,2804.0,162.0,577.8769028467483,2.321428571428572,0.11339285714285713,0.10144927536231883,30734.0,1544.0,10844.0,41.68749999999998,960.15625,0.6181336748190743,2804.0,155.0,578.2290641138143,2.3234126984126986,0.1102306547619047,0.09671532846715328,30734.0,1538.0,10795.0,0
KY014281,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,41.62500000000002,956.2187499999997,0.6179349588285687,2756.0,162.0,575.4210270736007,2.321428571428572,0.11339285714285713,0.10144927536231883,30599.0,1544.0,10844.0,0
MF374983,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,41.625000000000014,959.9375000000003,0.6160224793070157,2806.0,160.0,578.7011554712416,2.321428571428572,0.11339285714285713,0.10144927536231883,30718.0,1544.0,10844.0,0
MF374985,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.625,959.4375,0.6165117416364075,2794.0,160.0,577.36418519315,2.321428571428572,0.11339285714285713,0.10144927536231883,30702.0,1544.0,10844.0,41.687500000000014,959.15625,0.6161477933056826,2794.0,153.0,577.7225009344344,2.3234126984126986,0.1102306547619047,0.09671532846715328,30702.0,1538.0,10795.0,0
KY983583,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.625000000000014,958.28125,0.6162939984297026,2790.0,158.0,577.8503393167107,2.321428571428572,0.11339285714285713,0.10144927536231883,30665.0,1544.0,10844.0,41.6875,957.9999999999997,0.6159324067588935,2790.0,153.0,578.2073049521252,2.3234126984126986,0.1102306547619047,0.09671532846715328,30665.0,1538.0,10795.0,0
KY983585,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.62499999999999,957.9999999999997,0.6152915529589034,2788.0,156.0,577.0278643618523,2.321428571428572,0.11339285714285713,0.10144927536231883,30656.0,1544.0,10844.0,41.6875,957.75,0.6149645155787279,2788.0,152.0,577.3470306063763,2.3234126984126986,0.1102306547619047,0.09671532846715328,30656.0,1538.0,10795.0,41.6875,957.75,0.6149645155787279,2788.0,152.0,577.3470306063763,2.3234126984126986,0.1102306547619047,0.09671532846715328,30656.0,1538.0,10795.0,0
KY967358,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.625000000000036,958.3437500000003,0.6158414367057122,2794.0,158.0,578.3261195778188,2.321428571428572,0.11339285714285713,0.10144927536231883,30667.0,1544.0,10844.0,41.687500000000036,958.0624999999997,0.6154772691183422,2794.0,153.0,578.68379413437,2.3234126984126986,0.1102306547619047,0.09671532846715328,30667.0,1538.0,10795.0,0
KY967360,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.62500000000002,958.4687500000006,0.6180278975023645,2796.0,156.0,577.2712742060162,2.321428571428572,0.11339285714285713,0.10144927536231883,30671.0,1544.0,10844.0,41.79687500000002,957.90625,0.6173282394164701,2796.0,146.0,578.0156712503023,2.3268849206349205,0.11127232142857137,0.09748620478234213,30671.0,1525.0,10670.0,0
KY554972,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.62500000000001,959.59375,0.616265828754462,2796.0,154.0,579.0149425627437,2.321428571428572,0.11339285714285713,0.10144927536231883,30707.0,1544.0,10844.0,41.74999999999999,959.3124999999997,0.6159217912718545,2796.0,145.0,579.4058075681929,2.3253968253968256,0.11488095238095235,0.1023142509135201,30707.0,1530.0,10707.0,0
KY554973,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.625000000000014,959.6875000000003,0.6161877934826645,2796.0,154.0,578.9497461729733,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.75000000000002,959.40625,0.6158436929438789,2796.0,145.0,579.3407006770175,2.3253968253968256,0.11488095238095235,0.1023142509135201,30710.0,1530.0,10707.0,0
KY554974,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.62499999999999,959.6874999999997,0.6157120382382598,2796.0,160.0,578.1510365758675,2.321428571428572,0.11339285714285713,0.10144927536231883,30710.0,1544.0,10844.0,41.74999999999999,959.40625,0.6153685934071664,2796.0,151.0,578.5420446786367,2.3253968253968256,0.11488095238095235,0.1023142509135201,30710.0,1530.0,10707.0,0
KY554975,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.62499999999999,958.3124999999997,0.6157219458660744,2796.0,160.0,577.0222015605207,2.321428571428572,0.11339285714285713,0.10144927536231883,30666.0,1544.0,10844.0,41.75,958.0312500000003,0.6153785369944307,2796.0,151.0,577.413304335324,2.3253968253968256,0.11488095238095235,0.1023142509135201,30666.0,1530.0,10707.0,0
KY674917,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.62500000000002,954.15625,0.6159178935837823,2790.0,152.0,575.9313169432078,2.321428571428572,0.11339285714285713,0.10144927536231883,30533.0,1544.0,10844.0,41.75000000000001,953.875,0.6155710420648622,2790.0,143.0,576.3225957525873,2.3253968253968256,0.11488095238095235,0.1023142509135201,30533.0,1530.0,10707.0,0
KY674918,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.62499999999999,954.59375,0.6156464897128351,2794.0,150.0,577.4133516909161,2.321428571428572,0.11339285714285713,0.10144927536231883,30547.0,1544.0,10844.0,41.74999999999999,954.3125000000003,0.6152993255698773,2794.0,141.0,577.8043266052531,2.3253968253968256,0.11488095238095235,0.1023142509135201,30547.0,1530.0,10707.0,0
KY674920,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.62500000000002,955.5625,0.6158195279448759,2786.0,158.0,576.0503687558494,2.321428571428572,0.11339285714285713,0.10144927536231883,30578.0,1544.0,10844.0,41.75000000000002,955.28125,0.6154740083904192,2786.0,149.0,576.4412770598906,2.3253968253968256,0.11488095238095235,0.1023142509135201,30578.0,1530.0,10707.0,0
